"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center.Name","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Host","Instrument","isolation_source","lat_lon","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","create_date","version","Sample.Name","SRA.Study","amplicon"
"45","SRR25070593","AMPLICON",602,32297300,"PRJNA988238","SAMN36007534","Metagenome or environmental",18536713,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824664","USA","North America","USA: Corvallis\, OR","44_C134","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","44_C134","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"44_C134","SRP446524","16S"
"46","SRR25070594","AMPLICON",602,31733226,"PRJNA988238","SAMN36007533","Metagenome or environmental",18253444,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824663","USA","North America","USA: Corvallis\, OR","32_B180","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","32_B180","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"32_B180","SRP446524","16S"
"47","SRR25070595","AMPLICON",602,41460944,"PRJNA988238","SAMN36007532","Metagenome or environmental",23742680,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1","SRX20824662","USA","North America","USA: Corvallis\, OR","20_A46","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","20_A46","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"20_A46","SRP446524","16S"
"48","SRR25070596","AMPLICON",602,44847796,"PRJNA988238","SAMN36007531","Metagenome or environmental",25789784,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1","SRX20824661","USA","North America","USA: Corvallis\, OR","8_C87","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","8_C87","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"8_C87","SRP446524","16S"
"49","SRR25070597","AMPLICON",602,42122542,"PRJNA988238","SAMN36007530","Metagenome or environmental",24293656,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public","SRX20824660","USA","North America","USA: Corvallis\, OR","91_C121","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","91_C121","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"91_C121","SRP446524","16S"
"50","SRR25070598","AMPLICON",602,41001016,"PRJNA988238","SAMN36007529","Metagenome or environmental",23960799,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824659","USA","North America","USA: Corvallis\, OR","79_C103","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","79_C103","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"79_C103","SRP446524","16S"
"51","SRR25070599","AMPLICON",602,42875644,"PRJNA988238","SAMN36007528","Metagenome or environmental",24879599,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public","SRX20824658","USA","North America","USA: Corvallis\, OR","67_A53","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","67_A53","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"67_A53","SRP446524","16S"
"52","SRR25070600","AMPLICON",602,17572380,"PRJNA988238","SAMN36007527","Metagenome or environmental",10050163,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824657","USA","North America","USA: Corvallis\, OR","55_PR","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","55_PR","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"55_PR","SRP446524","16S"
"53","SRR25070601","AMPLICON",602,16621822,"PRJNA988238","SAMN36007526","Metagenome or environmental",9496248,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1","SRX20824656","USA","North America","USA: Corvallis\, OR","43_C134","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","43_C134","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"43_C134","SRP446524","16S"
"54","SRR25070602","AMPLICON",602,29029042,"PRJNA988238","SAMN36007525","Metagenome or environmental",16853066,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824655","USA","North America","USA: Corvallis\, OR","31_B180","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","31_B180","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"31_B180","SRP446524","16S"
"55","SRR25070603","AMPLICON",602,24248560,"PRJNA988238","SAMN36007480","Metagenome or environmental",13941447,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public","SRX20824654","USA","North America","USA: Corvallis\, OR","61_A94","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","61_A94","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"61_A94","SRP446524","16S"
"56","SRR25070604","AMPLICON",602,17203956,"PRJNA988238","SAMN36007603","Metagenome or environmental",9837502,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824653","USA","North America","USA: Corvallis\, OR","131_B27","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","131_B27","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"131_B27","SRP446524","16S"
"57","SRR25070605","AMPLICON",602,37872422,"PRJNA988238","SAMN36007602","Metagenome or environmental",21728804,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824652","USA","North America","USA: Corvallis\, OR","119_A131","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","119_A131","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:21:00Z",1,"119_A131","SRP446524","16S"
"58","SRR25070606","AMPLICON",602,41251448,"PRJNA988238","SAMN36007601","Metagenome or environmental",23541926,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824651","USA","North America","USA: Corvallis\, OR","107_C76","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","107_C76","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"107_C76","SRP446524","16S"
"59","SRR25070607","AMPLICON",602,28830984,"PRJNA988238","SAMN36007600","Metagenome or environmental",16550234,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public","SRX20824650","USA","North America","USA: Corvallis\, OR","130_B27","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","130_B27","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"130_B27","SRP446524","16S"
"60","SRR25070608","AMPLICON",602,25303264,"PRJNA988238","SAMN36007599","Metagenome or environmental",14582086,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824649","USA","North America","USA: Corvallis\, OR","118_A131","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","118_A131","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"118_A131","SRP446524","16S"
"61","SRR25070609","AMPLICON",443,24416794,"PRJNA988238","SAMN36007598","Metagenome or environmental",13180760,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824648","USA","North America","USA: Corvallis\, OR","106_C76","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","106_C76","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-09-01T00:00:00Z","2023-09-01T12:38:00Z",1,"106_C76","SRP446524","16S"
"62","SRR25070610","AMPLICON",602,17551310,"PRJNA988238","SAMN36007597","Metagenome or environmental",10133133,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824647","USA","North America","USA: Corvallis\, OR","129_B39","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","129_B39","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"129_B39","SRP446524","16S"
"63","SRR25070611","AMPLICON",602,33131070,"PRJNA988238","SAMN36007596","Metagenome or environmental",19016279,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824646","USA","North America","USA: Corvallis\, OR","117_B91","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","117_B91","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"117_B91","SRP446524","16S"
"64","SRR25070612","AMPLICON",602,37018184,"PRJNA988238","SAMN36007595","Metagenome or environmental",21204836,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824645","USA","North America","USA: Corvallis\, OR","105_C92","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","105_C92","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"105_C92","SRP446524","16S"
"65","SRR25070613","AMPLICON",602,19589682,"PRJNA988238","SAMN36007487","Metagenome or environmental",11283776,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824644","USA","North America","USA: Corvallis\, OR","50_A67","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","50_A67","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"50_A67","SRP446524","16S"
"66","SRR25070614","AMPLICON",602,21296954,"PRJNA988238","SAMN36007594","Metagenome or environmental",12342874,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824643","USA","North America","USA: Corvallis\, OR","128_B39","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","128_B39","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"128_B39","SRP446524","16S"
"67","SRR25070615","AMPLICON",602,32459238,"PRJNA988238","SAMN36007593","Metagenome or environmental",18733000,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824642","USA","North America","USA: Corvallis\, OR","116_B91","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","116_B91","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"116_B91","SRP446524","16S"
"68","SRR25070616","AMPLICON",602,33465180,"PRJNA988238","SAMN36007592","Metagenome or environmental",19297912,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1","SRX20824641","USA","North America","USA: Corvallis\, OR","104_C92","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","104_C92","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"104_C92","SRP446524","16S"
"69","SRR25070617","AMPLICON",602,31928274,"PRJNA988238","SAMN36007591","Metagenome or environmental",18330340,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824640","USA","North America","USA: Corvallis\, OR","127_B39","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","127_B39","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"127_B39","SRP446524","16S"
"70","SRR25070618","AMPLICON",602,35957460,"PRJNA988238","SAMN36007590","Metagenome or environmental",20589280,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824639","USA","North America","USA: Corvallis\, OR","115_B91","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","115_B91","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"115_B91","SRP446524","16S"
"71","SRR25070619","AMPLICON",602,26978630,"PRJNA988238","SAMN36007589","Metagenome or environmental",15722102,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824638","USA","North America","USA: Corvallis\, OR","103_C92","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","103_C92","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"103_C92","SRP446524","16S"
"72","SRR25070620","AMPLICON",602,28928508,"PRJNA988238","SAMN36007524","Metagenome or environmental",15838039,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824637","USA","North America","USA: Corvallis\, OR","19_A46","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","19_A46","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"19_A46","SRP446524","16S"
"73","SRR25070621","AMPLICON",602,28408380,"PRJNA988238","SAMN36007523","Metagenome or environmental",15751510,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824636","USA","North America","USA: Corvallis\, OR","7_C87","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","7_C87","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"7_C87","SRP446524","16S"
"74","SRR25070622","AMPLICON",602,43006880,"PRJNA988238","SAMN36007522","Metagenome or environmental",24723378,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1","SRX20824635","USA","North America","USA: Corvallis\, OR","90_D160","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","90_D160","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"90_D160","SRP446524","16S"
"75","SRR25070623","AMPLICON",602,44024862,"PRJNA988238","SAMN36007521","Metagenome or environmental",25197041,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824634","USA","North America","USA: Corvallis\, OR","78_A13","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","78_A13","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"78_A13","SRP446524","16S"
"76","SRR25070624","AMPLICON",602,37240924,"PRJNA988238","SAMN36007520","Metagenome or environmental",21437219,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824633","USA","North America","USA: Corvallis\, OR","66_D125","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","66_D125","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"66_D125","SRP446524","16S"
"77","SRR25070625","AMPLICON",602,23281748,"PRJNA988238","SAMN36007519","Metagenome or environmental",13405793,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824632","USA","North America","USA: Corvallis\, OR","54_C91","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","54_C91","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"54_C91","SRP446524","16S"
"78","SRR25070626","AMPLICON",602,19810014,"PRJNA988238","SAMN36007518","Metagenome or environmental",11460600,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1","SRX20824631","USA","North America","USA: Corvallis\, OR","42_B197","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","42_B197","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"42_B197","SRP446524","16S"
"79","SRR25070627","AMPLICON",602,38664052,"PRJNA988238","SAMN36007517","Metagenome or environmental",22319098,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","SRX20824630","USA","North America","USA: Corvallis\, OR","30_C2","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","30_C2","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"30_C2","SRP446524","16S"
"80","SRR25070628","AMPLICON",602,24745210,"PRJNA988238","SAMN36007516","Metagenome or environmental",14364374,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824629","USA","North America","USA: Corvallis\, OR","18_B29","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","18_B29","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"18_B29","SRP446524","16S"
"81","SRR25070629","AMPLICON",602,37058518,"PRJNA988238","SAMN36007515","Metagenome or environmental",20991770,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824628","USA","North America","USA: Corvallis\, OR","6_Hystyle","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","6_Hystyle","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"6_Hystyle","SRP446524","16S"
"82","SRR25070630","AMPLICON",602,20728666,"PRJNA988238","SAMN36007479","Metagenome or environmental",11948847,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public","SRX20824627","USA","North America","USA: Corvallis\, OR","49_A67","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","49_A67","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"49_A67","SRP446524","16S"
"83","SRR25070631","AMPLICON",602,43322930,"PRJNA988238","SAMN36007514","Metagenome or environmental",24851372,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1","SRX20824626","USA","North America","USA: Corvallis\, OR","89_D160","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","89_D160","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"89_D160","SRP446524","16S"
"84","SRR25070632","AMPLICON",602,40494734,"PRJNA988238","SAMN36007513","Metagenome or environmental",23570008,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1","SRX20824625","USA","North America","USA: Corvallis\, OR","77_A13","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","77_A13","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:21:00Z",1,"77_A13","SRP446524","16S"
"85","SRR25070633","AMPLICON",602,40825232,"PRJNA988238","SAMN36007512","Metagenome or environmental",23394691,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1","SRX20824624","USA","North America","USA: Corvallis\, OR","65_D125","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","65_D125","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"65_D125","SRP446524","16S"
"86","SRR25070634","AMPLICON",602,27132742,"PRJNA988238","SAMN36007511","Metagenome or environmental",15845349,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824623","USA","North America","USA: Corvallis\, OR","53_C91","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","53_C91","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:22:00Z",1,"53_C91","SRP446524","16S"
"87","SRR25070635","AMPLICON",602,36601600,"PRJNA988238","SAMN36007510","Metagenome or environmental",21035288,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1","SRX20824622","USA","North America","USA: Corvallis\, OR","41_B197","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","41_B197","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"41_B197","SRP446524","16S"
"88","SRR25070636","AMPLICON",602,14600306,"PRJNA988238","SAMN36007588","Metagenome or environmental",8345628,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public","SRX20824621","USA","North America","USA: Corvallis\, OR","126_D119","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","126_D119","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"126_D119","SRP446524","16S"
"89","SRR25070637","AMPLICON",602,28315672,"PRJNA988238","SAMN36007587","Metagenome or environmental",16401435,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824620","USA","North America","USA: Corvallis\, OR","114_D82","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","114_D82","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"114_D82","SRP446524","16S"
"90","SRR25070638","AMPLICON",602,26520508,"PRJNA988238","SAMN36007586","Metagenome or environmental",15136417,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1","SRX20824619","USA","North America","USA: Corvallis\, OR","102_OR5630","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","102_OR5630","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"102_OR5630","SRP446524","16S"
"91","SRR25070639","AMPLICON",602,27054482,"PRJNA988238","SAMN36007585","Metagenome or environmental",15505046,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","SRX20824618","USA","North America","USA: Corvallis\, OR","125_D119","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","125_D119","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"125_D119","SRP446524","16S"
"92","SRR25070640","AMPLICON",602,32314156,"PRJNA988238","SAMN36007486","Metagenome or environmental",18268026,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824617","USA","North America","USA: Corvallis\, OR","38_D34","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","38_D34","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"38_D34","SRP446524","16S"
"93","SRR25070641","AMPLICON",602,22351658,"PRJNA988238","SAMN36007584","Metagenome or environmental",12781136,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20824616","USA","North America","USA: Corvallis\, OR","113_D82","Illumina MiSeq","rhizosphere","44.555881 N 123.214569 W","113_D82","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-29T00:00:00Z","2023-06-29T13:20:00Z",1,"113_D82","SRP446524","16S"
